,Job_URL,Date_Posted,Job_Title,Location
245,https://www.merckgroup.com/en/careers/jobs/270639.html?location=United States&state=New Hampshire&city=Jaffrey&functionalarea=Quality,Posted 28 Dec 2023,Quality Control Technician II (Evening shift),"Jaffrey, New Hampshire, United States"
246,https://www.merckgroup.com/en/careers/jobs/270638.html?location=United States&state=New Hampshire&city=Jaffrey&functionalarea=Quality,Posted 28 Dec 2023,Quality Control Technician II,"Jaffrey, New Hampshire, United States"
247,https://www.merckgroup.com/en/careers/jobs/270848.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Quality,Posted 28 Dec 2023,Associate Quality Scientist,"St. Louis, Missouri, United States"
248,https://www.merckgroup.com/en/careers/jobs/270835.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Quality,Posted 28 Dec 2023,Associate Quality Scientist,"St. Louis, Missouri, United States"
249,https://www.merckgroup.com/en/careers/jobs/270776.html?location=United States&state=Wisconsin&city=Sheboygan Falls&functionalarea=Manufacturing,Posted 28 Dec 2023,Chemical Packaging Operator 1,"Sheboygan Falls, Wisconsin, United States"
250,https://www.merckgroup.com/en/careers/jobs/270740.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 28 Dec 2023,Travel and Expense Specialist,"Bonifacio Global City, Metro Manila, Philippines"
251,https://www.merckgroup.com/en/careers/jobs/270598.html?location=Poland&state=Dolnoslaskie&city=Wroclaw&functionalarea=Finance,Posted 28 Dec 2023,Senior Accounting Business Partner (all genders),"Wroclaw, Dolnoslaskie, Poland"
252,https://www.merckgroup.com/en/careers/jobs/269405.html?location=India&state=Maharashtra&city=Navi Mumbai&functionalarea=Commercial,Posted 28 Dec 2023,Business Executive,"Navi Mumbai, Maharashtra, India"
253,https://www.merckgroup.com/en/careers/jobs/267712.html?location=Switzerland&state=Vaud&city=Corsier-sur-Vevey&functionalarea=Engineering & Skilled Trade,Posted 28 Dec 2023,Spécialiste Metrologie et Instrumentation,"Corsier-sur-Vevey, Vaud, Switzerland"
254,https://www.merckgroup.com/en/careers/jobs/270654.html?location=United States&state=Wisconsin&city=Sheboygan Falls&functionalarea=Manufacturing,Posted 27 Dec 2023,Manufacturing Operator 1,"Sheboygan Falls, Wisconsin, United States"
255,https://www.merckgroup.com/en/careers/jobs/270601.html?location=Switzerland&state=Vaud&city=Aubonne&functionalarea=No Functional Area,Posted 27 Dec 2023,Internship_CMC Regulatory Intelligence,"Aubonne, Vaud, Switzerland"
256,https://www.merckgroup.com/en/careers/jobs/270659.html?location=Egypt&state=Egypt&city=Cairo&functionalarea=Information Technology,Posted 27 Dec 2023,IT Business Partner Africa,"Cairo, Egypt, Egypt"
257,https://www.merckgroup.com/en/careers/jobs/270608.html?location=Colombia&state=Bogota&city=Santa Fe de Bogota&functionalarea=Commercial,Posted 27 Dec 2023,Sales Specialist,"Santa Fe de Bogota, Bogota, Colombia"
258,https://www.merckgroup.com/en/careers/jobs/270669.html?location=Colombia&state=Bogota&city=Santa Fe de Bogota&functionalarea=Supply Chain,Posted 27 Dec 2023,Supply and Demand Planning Analyst,"Santa Fe de Bogota, Bogota, Colombia"
259,https://www.merckgroup.com/en/careers/jobs/270501.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Quality,Posted 26 Dec 2023,Quality Scientist,"St. Louis, Missouri, United States"
260,https://www.merckgroup.com/en/careers/jobs/270818.html?location=Thailand&state=Chon Buri&city=Bangkok&functionalarea=Commercial,Posted 26 Dec 2023,"Head of Market Access, Pricing and Government Affairs","Bangkok, Chon Buri, Thailand"
261,https://www.merckgroup.com/en/careers/jobs/269442.html?location=Thailand&state=Chon Buri&city=Bangkok&functionalarea=Commercial,Posted 26 Dec 2023,Medical representative,"Bangkok, Chon Buri, Thailand"
262,https://www.merckgroup.com/en/careers/jobs/270690.html?location=China&state=Shanghai&city=Shanghai&functionalarea=Manufacturing,Posted 25 Dec 2023,生产运营经理-薄膜,"Shanghai, Shanghai, China"
263,https://www.merckgroup.com/en/careers/jobs/270625.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 24 Dec 2023,I2P Associate - Japan Support,"Bonifacio Global City, Metro Manila, Philippines"
264,https://www.merckgroup.com/en/careers/jobs/270784.html?location=China&state=Shanghai&city=Shanghai&functionalarea=Commercial,Posted 22 Dec 2023,地区经理-糖尿病-杭州,"Shanghai, Shanghai, China"
265,https://www.merckgroup.com/en/careers/jobs/270481.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 22 Dec 2023,Expert MDG,"Bangalore, Karnataka, India"
266,https://www.merckgroup.com/en/careers/jobs/269515.html?location=India&state=Maharashtra&city=Navi Mumbai&functionalarea=Commercial,Posted 22 Dec 2023,Business Executive,"Navi Mumbai, Maharashtra, India"
267,https://www.merckgroup.com/en/careers/jobs/269798.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 22 Dec 2023,Associate Architect,"Bangalore, Karnataka, India"
268,https://www.merckgroup.com/en/careers/jobs/270534.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Procurement,Posted 22 Dec 2023,Vendor Master Data Associate,"Bonifacio Global City, Metro Manila, Philippines"
269,https://www.merckgroup.com/en/careers/jobs/270533.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Procurement,Posted 22 Dec 2023,Vendor Master Data Associate,"Bonifacio Global City, Metro Manila, Philippines"
270,https://www.merckgroup.com/en/careers/jobs/270532.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 22 Dec 2023,Vendor Master Data Associate,"Bonifacio Global City, Metro Manila, Philippines"
271,https://www.merckgroup.com/en/careers/jobs/270531.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 22 Dec 2023,Vendor Master Data Associate,"Bonifacio Global City, Metro Manila, Philippines"
272,https://www.merckgroup.com/en/careers/jobs/270563.html?location=United States&state=Pennsylvania&city=Philadelphia&functionalarea=Commercial,Posted 21 Dec 2023,Head of Sales - North America,"Philadelphia, Pennsylvania, United States"
273,https://www.merckgroup.com/en/careers/jobs/270571.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Quality,Posted 21 Dec 2023,Digital Platform Senior Validation Engineer,"St. Louis, Missouri, United States"
274,https://www.merckgroup.com/en/careers/jobs/270732.html?location=United States&state=Wisconsin&city=Sheboygan Falls&functionalarea=Manufacturing,Posted 21 Dec 2023,Manufacturing Operator 2,"Sheboygan Falls, Wisconsin, United States"
275,https://www.merckgroup.com/en/careers/jobs/270667.html?location=Argentina&state=Buenos Aires&city=Buenos Aires&functionalarea=Commercial,Posted 21 Dec 2023,Sales Application Specialist,"Buenos Aires, Buenos Aires, Argentina"
276,https://www.merckgroup.com/en/careers/jobs/270528.html?location=Italy&state=Rome&city=Guidonia Montecelio&functionalarea=Quality,Posted 21 Dec 2023,QA - Operations Quality Manager Maternity Leave,"Guidonia Montecelio, Rome, Italy"
277,https://www.merckgroup.com/en/careers/jobs/268843.html?location=Spain&state=Barcelona&city=Mollet del Valles&functionalarea=Data Analytics & Digital Business,Posted 21 Dec 2023,"Release Train Engineer (all genders, full-/part-time)","Mollet del Valles, Barcelona, Spain"
278,https://www.merckgroup.com/en/careers/jobs/270711.html?location=Italy&state=Rome&city=Rome&functionalarea=Legal,Posted 21 Dec 2023,Lawyer,"Rome, Rome, Italy"
279,https://www.merckgroup.com/en/careers/jobs/270756.html?location=Vietnam&state=Ho Chi Minh&city=Ho Chi Minh City&functionalarea=Commercial,Posted 21 Dec 2023,Virtual Medical Representative,"Ho Chi Minh City, Ho Chi Minh, Vietnam"
280,https://www.merckgroup.com/en/careers/jobs/270747.html?location=Vietnam&state=Ho Chi Minh&city=Ho Chi Minh City&functionalarea=Commercial,Posted 21 Dec 2023,Key Account Manager - MAP,"Ho Chi Minh City, Ho Chi Minh, Vietnam"
281,https://www.merckgroup.com/en/careers/jobs/270619.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 21 Dec 2023,IT Data Analytic Architect - Biopharma Commercial,"Bangalore, Karnataka, India"
282,https://www.merckgroup.com/en/careers/jobs/270744.html?location=Taiwan&state=Taoyuan County&city=Taoyuan&functionalarea=Supply Chain,Posted 21 Dec 2023,Team Leader,"Taoyuan, Taoyuan County, Taiwan"
283,https://www.merckgroup.com/en/careers/jobs/270655.html?location=Taiwan&state=Kaohsiung&city=Kaohsiung&functionalarea=Engineering & Skilled Trade,Posted 21 Dec 2023,Safety Engineer,"Kaohsiung, Kaohsiung, Taiwan"
284,https://www.merckgroup.com/en/careers/jobs/270746.html?location=Taiwan&state=Kaohsiung&city=Kaohsiung&functionalarea=Engineering & Skilled Trade,Posted 21 Dec 2023,Senior Mechanical Engineer,"Kaohsiung, Kaohsiung, Taiwan"
285,https://www.merckgroup.com/en/careers/jobs/270742.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Research & Development,Posted 21 Dec 2023,"DMDS-0, Data Standards Expert","Bangalore, Karnataka, India"
286,https://www.merckgroup.com/en/careers/jobs/270623.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 21 Dec 2023,General Ledger Team Lead,"Bonifacio Global City, Metro Manila, Philippines"
287,https://www.merckgroup.com/en/careers/jobs/270731.html?location=United States&state=Massachusetts&city=Danvers&functionalarea=Engineering & Skilled Trade,Posted 20 Dec 2023,Manufacturing Engineer,"Danvers, Massachusetts, United States"
288,https://www.merckgroup.com/en/careers/jobs/270683.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Manufacturing,Posted 20 Dec 2023,Manufacturing Technician 2 - 2nd Shift,"St. Louis, Missouri, United States"
289,https://www.merckgroup.com/en/careers/jobs/270578.html?location=Italy&state=Rome&city=Rome&functionalarea=Commercial,Posted 20 Dec 2023,Government and Public Affairs Manager,"Rome, Rome, Italy"
290,https://www.merckgroup.com/en/careers/jobs/270674.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Research & Development,Posted 20 Dec 2023,Internship Innovation Project (all genders),"Darmstadt, Hessen, Germany"
291,https://www.merckgroup.com/en/careers/jobs/270712.html?location=Italy&state=Milan&city=Milano&functionalarea=Commercial,Posted 20 Dec 2023,Field Services Inhouse Dispatcher Maternity Leave,"Milano, Milan, Italy"
292,https://www.merckgroup.com/en/careers/jobs/270526.html?location=United States&state=Massachusetts&city=Billerica&functionalarea=Research & Development,Posted 20 Dec 2023,Vivarium Manager,"Billerica, Massachusetts, United States"
293,https://www.merckgroup.com/en/careers/jobs/270727.html?location=United States&state=Arizona&city=Chandler&functionalarea=Engineering & Skilled Trade,Posted 20 Dec 2023,Entry-Level Chemical Technician,"Chandler, Arizona, United States"
294,https://www.merckgroup.com/en/careers/jobs/270555.html?location=United States&state=Ohio&city=Miamisburg&functionalarea=Manufacturing,Posted 20 Dec 2023,Engineering/Production Manufacturing Operator 2,"Miamisburg, Ohio, United States"
295,https://www.merckgroup.com/en/careers/jobs/269863.html?location=Mexico&state=Estado de Mexico&city=Naucalpan de Juarez&functionalarea=Supply Chain,Posted 20 Dec 2023,PACKAGE MATERIAL DESIGNER,"Naucalpan de Juarez, Estado de Mexico, Mexico"
296,https://www.merckgroup.com/en/careers/jobs/270588.html?location=Italy&state=Rome&city=Guidonia Montecelio&functionalarea=Research & Development,Posted 20 Dec 2023,Pilot Plant Technician DSD (Temporary 12 months) - L. 68/99,"Guidonia Montecelio, Rome, Italy"
297,https://www.merckgroup.com/en/careers/jobs/259441.html?location=Switzerland&state=Vaud&city=Eysins&functionalarea=Research & Development,Posted 20 Dec 2023,"Associate Director, Clinical Trial Lead (m/f/d)","Eysins, Vaud, Switzerland"
298,https://www.merckgroup.com/en/careers/jobs/270439.html?location=Bulgaria&state=Sofiya&city=Sofia&functionalarea=Commercial,Posted 20 Dec 2023,Sales Manager Sales Manager Cardiometabolic & Endocrinology,"Sofia, Sofiya, Bulgaria"
299,https://www.merckgroup.com/en/careers/jobs/270355.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Commercial,Posted 20 Dec 2023,Working Student for Marketing & Management (all genders),"Darmstadt, Hessen, Germany"
300,https://www.merckgroup.com/en/careers/jobs/267980.html?location=Israel&state=Tel Aviv&city=Herzliya Pituach&functionalarea=Medical Affairs,Posted 20 Dec 2023,Medical Advisor Oncology,"Herzliya Pituach, Tel Aviv, Israel"
301,https://www.merckgroup.com/en/careers/jobs/270575.html?location=Germany&state=Hessen&city=Weiterstadt&functionalarea=Commercial,Posted 20 Dec 2023,Therapeutic Area Specialist Oncology (all genders) Merck Healthcare Germany GmbH,"Weiterstadt, Hessen, Germany"
302,https://www.merckgroup.com/en/careers/jobs/270686.html?location=Taiwan&state=Kaohsiung&city=Kaohsiung&functionalarea=Engineering & Skilled Trade,Posted 20 Dec 2023,Electrical Engineer,"Kaohsiung, Kaohsiung, Taiwan"
303,https://www.merckgroup.com/en/careers/jobs/270617.html?location=China&state=Beijing&city=Beijing&functionalarea=Legal,Posted 20 Dec 2023,(Senior) Legal Counsel,"Beijing, Beijing, China"
304,https://www.merckgroup.com/en/careers/jobs/270629.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Legal,Posted 20 Dec 2023,Compliance Officer India,"Bangalore, Karnataka, India"
305,https://www.merckgroup.com/en/careers/jobs/270139.html?location=Mexico&state=Estado de Mexico&city=Naucalpan de Juarez&functionalarea=Regulatory Affairs,Posted 19 Dec 2023,"DSLD-0, Pharmacovigilance Analyst","Naucalpan de Juarez, Estado de Mexico, Mexico"
306,https://www.merckgroup.com/en/careers/jobs/270684.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Manufacturing,Posted 19 Dec 2023,Analytical Scientist,"St. Louis, Missouri, United States"
307,https://www.merckgroup.com/en/careers/jobs/270685.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Manufacturing,Posted 19 Dec 2023,Analytical Scientist,"St. Louis, Missouri, United States"
308,https://www.merckgroup.com/en/careers/jobs/270676.html?location=United States&state=Arizona&city=Tempe&functionalarea=Finance,Posted 19 Dec 2023,Business Unit Controller - Hybrid,"Tempe, Arizona, United States"
309,https://www.merckgroup.com/en/careers/jobs/270549.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Finance,Posted 19 Dec 2023,GOglobal Finance Trainee (m/f/d),"Darmstadt, Hessen, Germany"
310,https://www.merckgroup.com/en/careers/jobs/270434.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Manufacturing,Posted 19 Dec 2023,Production Support Technician,"St. Louis, Missouri, United States"
311,https://www.merckgroup.com/en/careers/jobs/269937.html?location=United States&state=Wisconsin&city=Sheboygan Falls&functionalarea=Engineering & Skilled Trade,Posted 19 Dec 2023,"Manager, Process Engineering","Sheboygan Falls, Wisconsin, United States"
312,https://www.merckgroup.com/en/careers/jobs/270545.html?location=Switzerland&state=Vaud&city=Aubonne&functionalarea=Supply Chain,Posted 19 Dec 2023,Warehouse OE Specialist (m/f/d),"Aubonne, Vaud, Switzerland"
313,https://www.merckgroup.com/en/careers/jobs/270646.html?location=Guatemala&state=Guatemala&city=Ciudad de Guatemala&functionalarea=Commercial,Posted 19 Dec 2023,Specialties Territory Manager North Cone,"Ciudad de Guatemala, Guatemala, Guatemala"
314,https://www.merckgroup.com/en/careers/jobs/269027.html?location=Switzerland&state=Vaud&city=Eysins&functionalarea=Research & Development,Posted 19 Dec 2023,Senior Clinical Data Manager (all genders),"Eysins, Vaud, Switzerland"
315,https://www.merckgroup.com/en/careers/jobs/268606.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Research & Development,Posted 19 Dec 2023,Safety Medical Writer,"Bangalore, Karnataka, India"
316,https://www.merckgroup.com/en/careers/jobs/270299.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Regulatory Affairs,Posted 19 Dec 2023,Senior Specialist - Regulatory CMC,"Bangalore, Karnataka, India"
317,https://www.merckgroup.com/en/careers/jobs/270341.html?location=Italy&state=Rome&city=Guidonia Montecelio&functionalarea=Research & Development,Posted 19 Dec 2023,Chemical Synthesis Research Associate - L. 68/99,"Guidonia Montecelio, Rome, Italy"
318,https://www.merckgroup.com/en/careers/jobs/270535.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 19 Dec 2023,Senior Analyst- Veeva Vault,"Bangalore, Karnataka, India"
319,https://www.merckgroup.com/en/careers/jobs/270363.html?location=United States&state=Pennsylvania&city=Allentown&functionalarea=Finance,Posted 18 Dec 2023,Business Unit Controller - Hybrid,"Allentown, Pennsylvania, United States"
320,https://www.merckgroup.com/en/careers/jobs/270515.html?location=United States&state=Kansas&city=Lenexa&functionalarea=Manufacturing,Posted 18 Dec 2023,Head of Manufacturing,"Lenexa, Kansas, United States"
321,https://www.merckgroup.com/en/careers/jobs/270559.html?location=United States&state=Indiana&city=Indianapolis&functionalarea=Quality,Posted 18 Dec 2023,QC Analyst I,"Indianapolis, Indiana, United States"
322,https://www.merckgroup.com/en/careers/jobs/268911.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Commercial,Posted 18 Dec 2023,Product Science Specialist,"Bonifacio Global City, Metro Manila, Philippines"
323,https://www.merckgroup.com/en/careers/jobs/268229.html?location=United States&state=New Jersey&city=Branchburg&functionalarea=Procurement,Posted 18 Dec 2023,Manager Sourcing,"Branchburg, New Jersey, United States"
324,https://www.merckgroup.com/en/careers/jobs/269899.html?location=United States&state=California&city=Temecula&functionalarea=Research & Development,Posted 18 Dec 2023,"Head of Biology R&D Innovation, Strategy, Portfolio Management","Temecula, California, United States"
325,https://www.merckgroup.com/en/careers/jobs/270561.html?location=Poland&state=Dolnoslaskie&city=Wroclaw&functionalarea=Procurement,Posted 18 Dec 2023,Sourcing Support Team Lead Professional Services (all genders),"Wroclaw, Dolnoslaskie, Poland"
326,https://www.merckgroup.com/en/careers/jobs/270547.html?location=France&state=Bas-Rhin&city=Molsheim&functionalarea=Research & Development,Posted 18 Dec 2023,Ingénieur en Automatisme f/h,"Molsheim, Bas-Rhin, France"
327,https://www.merckgroup.com/en/careers/jobs/270402.html?location=Poland&state=Dolnoslaskie&city=Wroclaw&functionalarea=Finance,Posted 18 Dec 2023,General Ledger Accounting Manager (all genders),"Wroclaw, Dolnoslaskie, Poland"
328,https://www.merckgroup.com/en/careers/jobs/270452.html?location=Poland&state=Mazowieckie&city=Warszawa&functionalarea=Commercial,Posted 18 Dec 2023,Therapy Area Manager (all genders),"Warszawa, Mazowieckie, Poland"
329,https://www.merckgroup.com/en/careers/jobs/270451.html?location=Poland&state=Mazowieckie&city=Warszawa&functionalarea=Commercial,Posted 18 Dec 2023,Therapy Area Manager (all genders),"Warszawa, Mazowieckie, Poland"
330,https://www.merckgroup.com/en/careers/jobs/268966.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 18 Dec 2023,Senior Analyst SAP HANA,"Bangalore, Karnataka, India"
331,https://www.merckgroup.com/en/careers/jobs/269015.html?location=Japan&state=Tokyo&city=Tokyo&functionalarea=Legal,Posted 18 Dec 2023,Corporate Patent Counsel / Enabling Functions (Tokyo),"Tokyo, Tokyo, Japan"
332,https://www.merckgroup.com/en/careers/jobs/269583.html?location=Guatemala&state=Guatemala&city=Ciudad de Guatemala&functionalarea=Administration & Services,Posted 16 Dec 2023,ENCARGADO SEGURIDAD INTERNA,"Ciudad de Guatemala, Guatemala, Guatemala"
333,https://www.merckgroup.com/en/careers/jobs/270446.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Strategy & Business Development,Posted 15 Dec 2023,Head of Global Life Science Strategy & Market Intelligence (all genders),"Darmstadt, Hessen, Germany"
334,https://www.merckgroup.com/en/careers/jobs/270444.html?location=United States&state=Massachusetts&city=Billerica&functionalarea=Strategy & Business Development,Posted 15 Dec 2023,Associate Director/Director Business Development and Licensing (New Therapeutic Areas),"Billerica, Massachusetts, United States"
335,https://www.merckgroup.com/en/careers/jobs/269945.html?location=Italy&state=Bari&city=Modugno&functionalarea=Quality,Posted 15 Dec 2023,QC Analyst Maternity Leave,"Modugno, Bari, Italy"
336,https://www.merckgroup.com/en/careers/jobs/269946.html?location=Italy&state=Bari&city=Modugno&functionalarea=Quality,Posted 15 Dec 2023,QC Compliance Specialist - Temporary 12 months,"Modugno, Bari, Italy"
337,https://www.merckgroup.com/en/careers/jobs/270132.html?location=United States&state=Maryland&city=Rockville&functionalarea=Quality,Posted 15 Dec 2023,Quality Assurance Specialist 2,"Rockville, Maryland, United States"
338,https://www.merckgroup.com/en/careers/jobs/270131.html?location=United States&state=Maryland&city=Rockville&functionalarea=Quality,Posted 15 Dec 2023,Quality Specialist 3,"Rockville, Maryland, United States"
339,https://www.merckgroup.com/en/careers/jobs/270410.html?location=United States&state=Massachusetts&city=Billerica&functionalarea=Regulatory Affairs,Posted 15 Dec 2023,Senior Global Regulatory Affairs CMC Manager,"Billerica, Massachusetts, United States"
340,https://www.merckgroup.com/en/careers/jobs/270261.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=No Functional Area,Posted 15 Dec 2023,Werkstudent für EHS-Kommunikation (m/w/d),"Darmstadt, Hessen, Germany"
341,https://www.merckgroup.com/en/careers/jobs/270411.html?location=Poland&state=Dolnoslaskie&city=Wroclaw&functionalarea=Administration & Services,Posted 15 Dec 2023,Translation Process Specialist (all genders),"Wroclaw, Dolnoslaskie, Poland"
342,https://www.merckgroup.com/en/careers/jobs/269973.html?location=Japan&state=Shizuoka&city=Shizuoka&functionalarea=Quality,Posted 15 Dec 2023,Quality Assurance Enginner / Global Quality Thin Films_Electronics (Shizuoka),"Shizuoka, Shizuoka, Japan"
343,https://www.merckgroup.com/en/careers/jobs/270338.html?location=Japan&state=Tokyo&city=Tokyo&functionalarea=Regulatory Affairs,Posted 15 Dec 2023,"Head of Safety Operations, GPS-Japan / Biopharma","Tokyo, Tokyo, Japan"
344,https://www.merckgroup.com/en/careers/jobs/270053.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Commercial,Posted 15 Dec 2023,Customer excellence specialist - PS India,"Bangalore, Karnataka, India"
345,https://www.merckgroup.com/en/careers/jobs/270215.html?location=China&state=Beijing&city=Beijing&functionalarea=Commercial,Posted 15 Dec 2023,医药代表-糖尿病-北京,"Beijing, Beijing, China"
346,https://www.merckgroup.com/en/careers/jobs/270408.html?location=United States&state=Pennsylvania&city=Bellefonte&functionalarea=Engineering & Skilled Trade,Posted 14 Dec 2023,Senior Process Engineer,"Bellefonte, Pennsylvania, United States"
347,https://www.merckgroup.com/en/careers/jobs/270562.html?location=United States&state=Indiana&city=Indianapolis&functionalarea=Engineering & Skilled Trade,Posted 14 Dec 2023,Process Engineer,"Indianapolis, Indiana, United States"
348,https://www.merckgroup.com/en/careers/jobs/270330.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Supply Chain,Posted 14 Dec 2023,Distribution Team Lead,"St. Louis, Missouri, United States"
349,https://www.merckgroup.com/en/careers/jobs/270546.html?location=Germany&state=Hessen&city=Weiterstadt&functionalarea=Commercial,Posted 14 Dec 2023,Praktikant (m/w/d) Sales Onkologie,"Weiterstadt, Hessen, Germany"
350,https://www.merckgroup.com/en/careers/jobs/270496.html?location=Argentina&state=Buenos Aires&city=Buenos Aires&functionalarea=Medical Affairs,Posted 14 Dec 2023,Analista Sr PMO,"Buenos Aires, Buenos Aires, Argentina"
351,https://www.merckgroup.com/en/careers/jobs/269339.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Data Analytics & Digital Business,Posted 14 Dec 2023,Data Engineer,"Bangalore, Karnataka, India"
352,https://www.merckgroup.com/en/careers/jobs/270221.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Strategy & Business Development,Posted 14 Dec 2023,Associate Director/Director (all genders) Business Development and Licensing (New Therapeutic Areas),"Darmstadt, Hessen, Germany"
353,https://www.merckgroup.com/en/careers/jobs/269573.html?location=Switzerland&state=Vaud&city=Aubonne&functionalarea=Quality,Posted 14 Dec 2023,QA Engineer DP (m/f/d),"Aubonne, Vaud, Switzerland"
354,https://www.merckgroup.com/en/careers/jobs/270548.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Data Analytics & Digital Business,Posted 14 Dec 2023,Sr. Solution Architect,"Bangalore, Karnataka, India"
355,https://www.merckgroup.com/en/careers/jobs/265481.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Research & Development,Posted 14 Dec 2023,Medical Director (all genders),"Darmstadt, Hessen, Germany"
356,https://www.merckgroup.com/en/careers/jobs/270505.html?location=Israel&state=Jerusalem&city=Jerusalem&functionalarea=Manufacturing,Posted 14 Dec 2023,Production Scientist,"Jerusalem, Jerusalem, Israel"
357,https://www.merckgroup.com/en/careers/jobs/269018.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Communication,Posted 14 Dec 2023,Project Manager for Electronics Executive Communication,"Darmstadt, Hessen, Germany"
358,https://www.merckgroup.com/en/careers/jobs/270539.html?location=Republic of Korea&state=Daejeon&city=Daejeon&functionalarea=Engineering & Skilled Trade,Posted 14 Dec 2023,[상시채용] 바이오 공장 신설 프로젝트,"Daejeon, Daejeon, Republic of Korea"
359,https://www.merckgroup.com/en/careers/jobs/270524.html?location=United States&state=Ohio&city=Miamisburg&functionalarea=Manufacturing,Posted 13 Dec 2023,Laboratory Manufacturing Operator (GMP),"Miamisburg, Ohio, United States"
360,https://www.merckgroup.com/en/careers/jobs/270405.html?location=Switzerland&state=Vaud&city=Corsier-sur-Vevey&functionalarea=Research & Development,Posted 13 Dec 2023,DSP Manufacturing Process Expert (m/f/d),"Corsier-sur-Vevey, Vaud, Switzerland"
361,https://www.merckgroup.com/en/careers/jobs/270308.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Research & Development,Posted 13 Dec 2023,Senior Toxicologist (all genders),"Darmstadt, Hessen, Germany"
362,https://www.merckgroup.com/en/careers/jobs/270071.html?location=France&state=Rhone&city=Meyzieu&functionalarea=Manufacturing,Posted 13 Dec 2023,Ingenieur Support f/h,"Meyzieu, Rhone, France"
363,https://www.merckgroup.com/en/careers/jobs/270436.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Supply Chain,Posted 13 Dec 2023,Planning specialist,"Bangalore, Karnataka, India"
364,https://www.merckgroup.com/en/careers/jobs/269796.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Research & Development,Posted 13 Dec 2023,Principal Scientist Discovery Biology (all genders),"Darmstadt, Hessen, Germany"
365,https://www.merckgroup.com/en/careers/jobs/269824.html?location=Switzerland&state=Vaud&city=Aubonne&functionalarea=Manufacturing,Posted 13 Dec 2023,Site Project Manager (m/f/d),"Aubonne, Vaud, Switzerland"
366,https://www.merckgroup.com/en/careers/jobs/270046.html?location=Switzerland&state=Vaud&city=Corsier-sur-Vevey&functionalarea=Engineering & Skilled Trade,Posted 13 Dec 2023,Automation Specialist (m/f/d),"Corsier-sur-Vevey, Vaud, Switzerland"
367,https://www.merckgroup.com/en/careers/jobs/269783.html?location=United States&state=New Hampshire&city=Jaffrey&functionalarea=Administration & Services,Posted 12 Dec 2023,EHS Technician II,"Jaffrey, New Hampshire, United States"
368,https://www.merckgroup.com/en/careers/jobs/270286.html?location=United States&state=Massachusetts&city=Burlington&functionalarea=Commercial,Posted 12 Dec 2023,Senior Support Engineer II (Remote),"Burlington, Massachusetts, United States"
369,https://www.merckgroup.com/en/careers/jobs/270382.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Manufacturing,Posted 12 Dec 2023,GMP Manufacturing Technician 4 - Night Shift,"St. Louis, Missouri, United States"
