,Job_URL,Date_Posted,Job_Title,Location
120,https://www.merckgroup.com/en/careers/jobs/270512.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 09 Jan 2024,Senior Analyst - Digital Marketing,"Bangalore, Karnataka, India"
121,https://www.merckgroup.com/en/careers/jobs/269407.html?location=India&state=Maharashtra&city=Navi Mumbai&functionalarea=Commercial,Posted 09 Jan 2024,Business Executive,"Navi Mumbai, Maharashtra, India"
122,https://www.merckgroup.com/en/careers/jobs/270948.html?location=Switzerland&state=Vaud&city=Corsier-sur-Vevey&functionalarea=Quality,Posted 09 Jan 2024,Regulatory Compliance Expert (m/f/d),"Corsier-sur-Vevey, Vaud, Switzerland"
123,https://www.merckgroup.com/en/careers/jobs/271040.html?location=China&state=Jiangsu&city=Suzhou&functionalarea=Engineering & Skilled Trade,Posted 09 Jan 2024,技术员,"Suzhou, Jiangsu, China"
124,https://www.merckgroup.com/en/careers/jobs/270858.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Human Resources,Posted 09 Jan 2024,HR Specialist,"Bangalore, Karnataka, India"
125,https://www.merckgroup.com/en/careers/jobs/270648.html?location=China&state=Beijing&city=Chengdu&functionalarea=Commercial,Posted 09 Jan 2024,医药代表-肿瘤-新乡,"Chengdu, Beijing, China"
126,https://www.merckgroup.com/en/careers/jobs/268327.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 09 Jan 2024,General Ledger Accountant,"Bonifacio Global City, Metro Manila, Philippines"
127,https://www.merckgroup.com/en/careers/jobs/270279.html?location=United States&state=California&city=Carlsbad&functionalarea=Engineering & Skilled Trade,Posted 08 Jan 2024,Electronics & Instrumentation Technician III,"Carlsbad, California, United States"
128,https://www.merckgroup.com/en/careers/jobs/270951.html?location=United States&state=Maryland&city=Rockville&functionalarea=Quality,Posted 08 Jan 2024,Senior Quality Assurance Supervisor,"Rockville, Maryland, United States"
129,https://www.merckgroup.com/en/careers/jobs/270930.html?location=United States&state=Texas&city=Round Rock&functionalarea=Quality,Posted 08 Jan 2024,Director of Quality,"Round Rock, Texas, United States"
130,https://www.merckgroup.com/en/careers/jobs/270866.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Quality,Posted 08 Jan 2024,Associate Quality Scientist,"St. Louis, Missouri, United States"
131,https://www.merckgroup.com/en/careers/jobs/270922.html?location=United States&state=South Carolina&city=Martin&functionalarea=Manufacturing,Posted 08 Jan 2024,Chemical Operator I (Rotating Swing Shift),"Martin, South Carolina, United States"
132,https://www.merckgroup.com/en/careers/jobs/270921.html?location=United States&state=South Carolina&city=Martin&functionalarea=Manufacturing,Posted 08 Jan 2024,Chemical Operator I (Rotating Swing Shift),"Martin, South Carolina, United States"
133,https://www.merckgroup.com/en/careers/jobs/271029.html?location=United States&state=Wisconsin&city=Sheboygan Falls&functionalarea=Manufacturing,Posted 08 Jan 2024,Manufacturing Operator 2,"Sheboygan Falls, Wisconsin, United States"
134,https://www.merckgroup.com/en/careers/jobs/270919.html?location=United States&state=Arizona&city=Tempe&functionalarea=Research & Development,Posted 08 Jan 2024,GOglobal Program: Electronics R&D 2024,"Tempe, Arizona, United States"
135,https://www.merckgroup.com/en/careers/jobs/270878.html?location=United States&state=Pennsylvania&city=Allentown&functionalarea=No Functional Area,Posted 08 Jan 2024,Utility,"Allentown, Pennsylvania, United States"
136,https://www.merckgroup.com/en/careers/jobs/270660.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Regulatory Affairs,Posted 08 Jan 2024,Senior Product Sustainability Expert  - Chemicals Sustainability (all genders),"Darmstadt, Hessen, Germany"
137,https://www.merckgroup.com/en/careers/jobs/270927.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Manufacturing,Posted 08 Jan 2024,Packaging Operator 3,"St. Louis, Missouri, United States"
138,https://www.merckgroup.com/en/careers/jobs/267724.html?location=Switzerland&state=Vaud&city=Corsier-sur-Vevey&functionalarea=Engineering & Skilled Trade,Posted 08 Jan 2024,Utilities SME Compliance (m/f/d),"Corsier-sur-Vevey, Vaud, Switzerland"
139,https://www.merckgroup.com/en/careers/jobs/270269.html?location=Uruguay&state=Montevideo&city=Montevideo&functionalarea=Procurement,Posted 08 Jan 2024,Sourcing Manager Site Operations Americas,"Montevideo, Montevideo, Uruguay"
140,https://www.merckgroup.com/en/careers/jobs/270695.html?location=Poland&state=Dolnoslaskie&city=Wroclaw&functionalarea=Finance,Posted 08 Jan 2024,Senior VAT Specialist (all genders),"Wroclaw, Dolnoslaskie, Poland"
141,https://www.merckgroup.com/en/careers/jobs/270981.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 08 Jan 2024,Expert MDG,"Bangalore, Karnataka, India"
142,https://www.merckgroup.com/en/careers/jobs/269667.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 08 Jan 2024,Associate Accounting Business Partner,"Bonifacio Global City, Metro Manila, Philippines"
143,https://www.merckgroup.com/en/careers/jobs/269991.html?location=United Kingdom&state=North Ayrshire&city=Irvine&functionalarea=Engineering & Skilled Trade,Posted 08 Jan 2024,Engineering Manager,"Irvine, North Ayrshire, United Kingdom"
144,https://www.merckgroup.com/en/careers/jobs/271002.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 08 Jan 2024,Associate Accounting Business Partner,"Bonifacio Global City, Metro Manila, Philippines"
145,https://www.merckgroup.com/en/careers/jobs/270937.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Data Analytics & Digital Business,Posted 08 Jan 2024,Head of Data Science & AI,"Bangalore, Karnataka, India"
146,https://www.merckgroup.com/en/careers/jobs/270522.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Regulatory Affairs,Posted 08 Jan 2024,Senior Regulatory Affairs Expert - Sustainability Biocides (all genders),"Darmstadt, Hessen, Germany"
147,https://www.merckgroup.com/en/careers/jobs/270520.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Regulatory Affairs,Posted 08 Jan 2024,Senior Regulatory Affairs Expert - Chemicals Control Management (all genders),"Darmstadt, Hessen, Germany"
148,https://www.merckgroup.com/en/careers/jobs/270521.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Regulatory Affairs,Posted 08 Jan 2024,Senior Regulatory Affairs Expert - Sustainability Portfolio Transformation (all genders),"Darmstadt, Hessen, Germany"
149,https://www.merckgroup.com/en/careers/jobs/269995.html?location=Poland&state=Dolnoslaskie&city=Wroclaw&functionalarea=Finance,Posted 08 Jan 2024,I2C Accounting Support Specialist (all genders),"Wroclaw, Dolnoslaskie, Poland"
150,https://www.merckgroup.com/en/careers/jobs/270604.html?location=United Kingdom&state=North Ayrshire&city=Irvine&functionalarea=Quality,Posted 08 Jan 2024,QA Supervisor - Irvine,"Irvine, North Ayrshire, United Kingdom"
151,https://www.merckgroup.com/en/careers/jobs/270291.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 08 Jan 2024,A2R Closing Specialist,"Bonifacio Global City, Metro Manila, Philippines"
152,https://www.merckgroup.com/en/careers/jobs/270593.html?location=China&state=Beijing&city=Beijing&functionalarea=Commercial,Posted 08 Jan 2024,客户经理-甲状腺-北京,"Beijing, Beijing, China"
153,https://www.merckgroup.com/en/careers/jobs/270986.html?location=Switzerland&state=Vaud&city=Corsier-sur-Vevey&functionalarea=No Functional Area,Posted 08 Jan 2024,Internship - Data Digital Project Management,"Corsier-sur-Vevey, Vaud, Switzerland"
154,https://www.merckgroup.com/en/careers/jobs/270665.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 08 Jan 2024,Financial Planning & Analysis Team Lead,"Bonifacio Global City, Metro Manila, Philippines"
155,https://www.merckgroup.com/en/careers/jobs/269980.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Information Technology,Posted 08 Jan 2024,Business Process Architect,"Bonifacio Global City, Metro Manila, Philippines"
156,https://www.merckgroup.com/en/careers/jobs/270904.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 08 Jan 2024,Senior Java Developer,"Bangalore, Karnataka, India"
157,https://www.merckgroup.com/en/careers/jobs/269504.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 08 Jan 2024,Analyst,"Bangalore, Karnataka, India"
158,https://www.merckgroup.com/en/careers/jobs/270673.html?location=Colombia&state=Bogota&city=Santa Fe de Bogota&functionalarea=Commercial,Posted 08 Jan 2024,Medical Representative,"Santa Fe de Bogota, Bogota, Colombia"
159,https://www.merckgroup.com/en/careers/jobs/270752.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 08 Jan 2024,Travel and Expense Associate,"Bonifacio Global City, Metro Manila, Philippines"
160,https://www.merckgroup.com/en/careers/jobs/270211.html?location=Indonesia&state=Jakarta Raya&city=Jakarta Timur&functionalarea=Communication,Posted 08 Jan 2024,Digital Communications Business Partner,"Jakarta Timur, Jakarta Raya, Indonesia"
161,https://www.merckgroup.com/en/careers/jobs/270273.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Human Resources,Posted 08 Jan 2024,"Junior HRBP, Enabling Functions Philippines","Bonifacio Global City, Metro Manila, Philippines"
162,https://www.merckgroup.com/en/careers/jobs/267978.html?location=Israel&state=Jerusalem&city=Jerusalem&functionalarea=Engineering & Skilled Trade,Posted 07 Jan 2024,Tech Electronic,"Jerusalem, Jerusalem, Israel"
163,https://www.merckgroup.com/en/careers/jobs/270645.html?location=Colombia&state=Bogota&city=Santa Fe de Bogota&functionalarea=Commercial,Posted 06 Jan 2024,Medical Representative,"Santa Fe de Bogota, Bogota, Colombia"
164,https://www.merckgroup.com/en/careers/jobs/270671.html?location=Colombia&state=Bogota&city=Santa Fe de Bogota&functionalarea=Commercial,Posted 06 Jan 2024,Medical Representative,"Santa Fe de Bogota, Bogota, Colombia"
165,https://www.merckgroup.com/en/careers/jobs/267910.html?location=Mexico&state=Estado de Mexico&city=Naucalpan de Juarez&functionalarea=Quality,Posted 06 Jan 2024,QUALITY ANALYST (FINISHED PRODUCT),"Naucalpan de Juarez, Estado de Mexico, Mexico"
166,https://www.merckgroup.com/en/careers/jobs/267703.html?location=Mexico&state=Estado de Mexico&city=Naucalpan de Juarez&functionalarea=Quality,Posted 06 Jan 2024,MICROBIOLOGY SUPERVISOR,"Naucalpan de Juarez, Estado de Mexico, Mexico"
167,https://www.merckgroup.com/en/careers/jobs/267541.html?location=Mexico&state=Estado de Mexico&city=Naucalpan de Juarez&functionalarea=Quality,Posted 06 Jan 2024,QUALITY SPECIALIST,"Naucalpan de Juarez, Estado de Mexico, Mexico"
168,https://www.merckgroup.com/en/careers/jobs/270928.html?location=United States&state=Wisconsin&city=Sheboygan Falls&functionalarea=Manufacturing,Posted 06 Jan 2024,Manufacturing Operator 1,"Sheboygan Falls, Wisconsin, United States"
169,https://www.merckgroup.com/en/careers/jobs/270925.html?location=United States&state=Wisconsin&city=Sheboygan Falls&functionalarea=Supply Chain,Posted 06 Jan 2024,Inventory Representative 1,"Sheboygan Falls, Wisconsin, United States"
170,https://www.merckgroup.com/en/careers/jobs/270924.html?location=United States&state=Wisconsin&city=Sheboygan Falls&functionalarea=Manufacturing,Posted 06 Jan 2024,Packaging Operator 1,"Sheboygan Falls, Wisconsin, United States"
171,https://www.merckgroup.com/en/careers/jobs/270867.html?location=United States&state=Wisconsin&city=Milwaukee&functionalarea=Quality,Posted 05 Jan 2024,Associate Quality Control Chemist (Laboratory),"Milwaukee, Wisconsin, United States"
172,https://www.merckgroup.com/en/careers/jobs/270836.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Supply Chain,Posted 05 Jan 2024,Procurement Specialist (Hybrid),"St. Louis, Missouri, United States"
173,https://www.merckgroup.com/en/careers/jobs/270932.html?location=United States&state=South Carolina&city=Martin&functionalarea=Manufacturing,Posted 05 Jan 2024,Warehouse and Inventory Manager (Day shift),"Martin, South Carolina, United States"
174,https://www.merckgroup.com/en/careers/jobs/270923.html?location=United States&state=South Carolina&city=Martin&functionalarea=Engineering & Skilled Trade,Posted 05 Jan 2024,Process Engineer III,"Martin, South Carolina, United States"
175,https://www.merckgroup.com/en/careers/jobs/270975.html?location=United States&state=Arizona&city=Tempe&functionalarea=Engineering & Skilled Trade,Posted 05 Jan 2024,GOglobal Program: Electronics Project Management 2024,"Tempe, Arizona, United States"
176,https://www.merckgroup.com/en/careers/jobs/270916.html?location=United States&state=Arizona&city=Tempe&functionalarea=Research & Development,Posted 05 Jan 2024,GOglobal Program: Electronics R&D 2024,"Tempe, Arizona, United States"
177,https://www.merckgroup.com/en/careers/jobs/270738.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Manufacturing,Posted 05 Jan 2024,Production Scientist,"St. Louis, Missouri, United States"
178,https://www.merckgroup.com/en/careers/jobs/270974.html?location=Uruguay&state=Montevideo&city=Montevideo&functionalarea=Finance,Posted 05 Jan 2024,General Administration Controller,"Montevideo, Montevideo, Uruguay"
179,https://www.merckgroup.com/en/careers/jobs/270653.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Manufacturing,Posted 05 Jan 2024,GMP Manufacturing Training Specialist 2,"St. Louis, Missouri, United States"
180,https://www.merckgroup.com/en/careers/jobs/269454.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Legal,Posted 05 Jan 2024,(Senior) Corporate Counsel M Ventures (all genders),"Darmstadt, Hessen, Germany"
181,https://www.merckgroup.com/en/careers/jobs/269921.html?location=United Kingdom&state=West Lothian&city=Livingston&functionalarea=Quality,Posted 05 Jan 2024,QC Microbiology Analyst,"Livingston, West Lothian, United Kingdom"
182,https://www.merckgroup.com/en/careers/jobs/270498.html?location=United States&state=Massachusetts&city=Burlington&functionalarea=Commercial,Posted 05 Jan 2024,Associate Director of eCommerce Customer Insights & Customer Experience Strategy,"Burlington, Massachusetts, United States"
183,https://www.merckgroup.com/en/careers/jobs/270920.html?location=Argentina&state=Buenos Aires&city=Buenos Aires&functionalarea=Medical Affairs,Posted 05 Jan 2024,MSL Oncología,"Buenos Aires, Buenos Aires, Argentina"
184,https://www.merckgroup.com/en/careers/jobs/270263.html?location=Poland&state=Dolnoslaskie&city=Wroclaw&functionalarea=Procurement,Posted 05 Jan 2024,Sourcing Manager Digital&IT- Application and Software (all genders),"Wroclaw, Dolnoslaskie, Poland"
185,https://www.merckgroup.com/en/careers/jobs/270965.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=No Functional Area,Posted 05 Jan 2024,Internship in Marketing Procurement (all genders),"Darmstadt, Hessen, Germany"
186,https://www.merckgroup.com/en/careers/jobs/270945.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 05 Jan 2024,Web / AEM development Manager,"Bangalore, Karnataka, India"
187,https://www.merckgroup.com/en/careers/jobs/270433.html?location=Switzerland&state=Vaud&city=Corsier-sur-Vevey&functionalarea=Research & Development,Posted 05 Jan 2024,Analytical Method qualification Expert (m/f/d),"Corsier-sur-Vevey, Vaud, Switzerland"
188,https://www.merckgroup.com/en/careers/jobs/270772.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 05 Jan 2024,SAP BTP Integration Architect,"Bangalore, Karnataka, India"
189,https://www.merckgroup.com/en/careers/jobs/270530.html?location=United States&state=California&city=Fremont&functionalarea=Engineering & Skilled Trade,Posted 04 Jan 2024,Megasys Technician,"Fremont, California, United States"
190,https://www.merckgroup.com/en/careers/jobs/270558.html?location=United States&state=Pennsylvania&city=Bellefonte&functionalarea=Manufacturing,Posted 04 Jan 2024,Associate Production Scientist,"Bellefonte, Pennsylvania, United States"
191,https://www.merckgroup.com/en/careers/jobs/270329.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Supply Chain,Posted 04 Jan 2024,Material Handler,"St. Louis, Missouri, United States"
192,https://www.merckgroup.com/en/careers/jobs/270791.html?location=Mexico&state=Estado de Mexico&city=Naucalpan de Juarez&functionalarea=Commercial,Posted 04 Jan 2024,sales representative,"Naucalpan de Juarez, Estado de Mexico, Mexico"
193,https://www.merckgroup.com/en/careers/jobs/270792.html?location=Mexico&state=Estado de Mexico&city=Naucalpan de Juarez&functionalarea=Commercial,Posted 04 Jan 2024,Sales Representative,"Naucalpan de Juarez, Estado de Mexico, Mexico"
194,https://www.merckgroup.com/en/careers/jobs/270725.html?location=Mexico&state=Estado de Mexico&city=Naucalpan de Juarez&functionalarea=Commercial,Posted 04 Jan 2024,Sales Representative,"Naucalpan de Juarez, Estado de Mexico, Mexico"
195,https://www.merckgroup.com/en/careers/jobs/270968.html?location=United States&state=Massachusetts&city=Rockland&functionalarea=Procurement,Posted 04 Jan 2024,Sourcing Managers,"Rockland, Massachusetts, United States"
196,https://www.merckgroup.com/en/careers/jobs/270929.html?location=United States&state=Wisconsin&city=Milwaukee&functionalarea=Supply Chain,Posted 04 Jan 2024,Distribution Associate 2 - 1st Shift,"Milwaukee, Wisconsin, United States"
197,https://www.merckgroup.com/en/careers/jobs/270343.html?location=Poland&state=Dolnoslaskie&city=Wroclaw&functionalarea=Legal,Posted 04 Jan 2024,Patent Paralegal/ Administrator (all genders),"Wroclaw, Dolnoslaskie, Poland"
198,https://www.merckgroup.com/en/careers/jobs/267795.html?location=Belgium&state=Vlaams-Brabant&city=Overijse&functionalarea=Quality,Posted 04 Jan 2024,Quality Assurance Specialist Benelux,"Overijse, Vlaams-Brabant, Belgium"
199,https://www.merckgroup.com/en/careers/jobs/270943.html?location=Switzerland&state=St. Gallen&city=Buchs&functionalarea=Manufacturing,Posted 04 Jan 2024,Produktionsmitarbeiter Labor/Technikum (m/w/d),"Buchs, St. Gallen, Switzerland"
200,https://www.merckgroup.com/en/careers/jobs/270479.html?location=Poland&state=Mazowieckie&city=Warszawa&functionalarea=Legal,Posted 04 Jan 2024,Data Privacy Counsel Poland (All genders),"Warszawa, Mazowieckie, Poland"
201,https://www.merckgroup.com/en/careers/jobs/270798.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 04 Jan 2024,Program Manager,"Bangalore, Karnataka, India"
202,https://www.merckgroup.com/en/careers/jobs/270918.html?location=Poland&state=Dolnoslaskie&city=Wroclaw&functionalarea=Finance,Posted 04 Jan 2024,Senior General Ledger Accountant (all genders),"Wroclaw, Dolnoslaskie, Poland"
203,https://www.merckgroup.com/en/careers/jobs/270576.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 04 Jan 2024,I2P Associate - Korean Speaker,"Bonifacio Global City, Metro Manila, Philippines"
204,https://www.merckgroup.com/en/careers/jobs/270778.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 04 Jan 2024,Finance Business Senior Analyst,"Bonifacio Global City, Metro Manila, Philippines"
205,https://www.merckgroup.com/en/careers/jobs/270876.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Quality,Posted 04 Jan 2024,Quality Project Manager,"Bangalore, Karnataka, India"
206,https://www.merckgroup.com/en/careers/jobs/270887.html?location=Malaysia&state=Selangor&city=Petaling Jaya&functionalarea=Commercial,Posted 04 Jan 2024,Sales Manager,"Petaling Jaya, Selangor, Malaysia"
207,https://www.merckgroup.com/en/careers/jobs/270926.html?location=United States&state=Texas&city=Dallas&functionalarea=Commercial,Posted 04 Jan 2024,"Account Manager, Dallas, TX","Dallas, Texas, United States"
208,https://www.merckgroup.com/en/careers/jobs/270794.html?location=United States&state=Kansas&city=Lenexa&functionalarea=Administration & Services,Posted 03 Jan 2024,Senior EHS Specialist,"Lenexa, Kansas, United States"
209,https://www.merckgroup.com/en/careers/jobs/270789.html?location=United States&state=Georgia&city=Savannah&functionalarea=Engineering & Skilled Trade,Posted 03 Jan 2024,Electrical & Instrumentation Maintenance Technician,"Savannah, Georgia, United States"
210,https://www.merckgroup.com/en/careers/jobs/270726.html?location=United States&state=Maryland&city=Rockville&functionalarea=Engineering & Skilled Trade,Posted 03 Jan 2024,Facilities Engineering Specialist,"Rockville, Maryland, United States"
211,https://www.merckgroup.com/en/careers/jobs/270400.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Finance,Posted 03 Jan 2024,Expert Treasury Operations (all genders),"Darmstadt, Hessen, Germany"
212,https://www.merckgroup.com/en/careers/jobs/270729.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Manufacturing,Posted 03 Jan 2024,Operations Integration Scientist,"St. Louis, Missouri, United States"
213,https://www.merckgroup.com/en/careers/jobs/270675.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Manufacturing,Posted 03 Jan 2024,Manufacturing Technician 2 - 1st Shift,"St. Louis, Missouri, United States"
214,https://www.merckgroup.com/en/careers/jobs/269748.html?location=France&state=Loiret&city=Semoy&functionalarea=Engineering & Skilled Trade,Posted 03 Jan 2024,Technicien de Maintenance Equipements Industriels f/h,"Semoy, Loiret, France"
215,https://www.merckgroup.com/en/careers/jobs/269736.html?location=Switzerland&state=Schaffhausen&city=Schaffhausen&functionalarea=Engineering & Skilled Trade,Posted 03 Jan 2024,Field Service Engineer (all genders),"Schaffhausen, Schaffhausen, Switzerland"
216,https://www.merckgroup.com/en/careers/jobs/269184.html?location=Switzerland&state=St. Gallen&city=Buchs&functionalarea=Information Technology,Posted 03 Jan 2024,End User Services Specialist (all genders),"Buchs, St. Gallen, Switzerland"
217,https://www.merckgroup.com/en/careers/jobs/268772.html?location=Switzerland&state=St. Gallen&city=Buchs&functionalarea=Manufacturing,Posted 03 Jan 2024,Produktionsmitarbeiter (w/m/d),"Buchs, St. Gallen, Switzerland"
218,https://www.merckgroup.com/en/careers/jobs/270899.html?location=Indonesia&state=Jakarta Raya&city=Jakarta Timur&functionalarea=Commercial,Posted 03 Jan 2024,Product Specialist Oncology,"Jakarta Timur, Jakarta Raya, Indonesia"
219,https://www.merckgroup.com/en/careers/jobs/270859.html?location=Indonesia&state=Jakarta Raya&city=Jakarta Timur&functionalarea=Commercial,Posted 03 Jan 2024,Area Manager,"Jakarta Timur, Jakarta Raya, Indonesia"
220,https://www.merckgroup.com/en/careers/jobs/270743.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Administration & Services,Posted 03 Jan 2024,Working student for Global Business Excellence & Innovation (all genders),"Darmstadt, Hessen, Germany"
221,https://www.merckgroup.com/en/careers/jobs/268886.html?location=United Kingdom&state=Suffolk&city=Haverhill - all&functionalarea=Engineering & Skilled Trade,Posted 03 Jan 2024,Production Maintenance Engineer,"Haverhill - all, Suffolk, United Kingdom"
222,https://www.merckgroup.com/en/careers/jobs/270768.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 03 Jan 2024,Executive Assistant,"Bangalore, Karnataka, India"
223,https://www.merckgroup.com/en/careers/jobs/270592.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 03 Jan 2024,Intercompany Team Lead,"Bonifacio Global City, Metro Manila, Philippines"
224,https://www.merckgroup.com/en/careers/jobs/270888.html?location=Republic of Korea&state=Gyeonggi-do&city=Ansan-Si&functionalarea=Manufacturing,Posted 03 Jan 2024,"Electric Engineer (4년 이상, 전기기사)","Ansan-Si, Gyeonggi-do, Republic of Korea"
225,https://www.merckgroup.com/en/careers/jobs/270851.html?location=China&state=Shanghai&city=Shanghai&functionalarea=Commercial,Posted 03 Jan 2024,高级客户专员-糖尿病-绍兴,"Shanghai, Shanghai, China"
226,https://www.merckgroup.com/en/careers/jobs/270490.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 03 Jan 2024,Team Lead I2C Credit Management,"Bonifacio Global City, Metro Manila, Philippines"
227,https://www.merckgroup.com/en/careers/jobs/270733.html?location=Singapore&state=Singapore&city=Singapore&functionalarea=Quality,Posted 03 Jan 2024,"Associate Director, CTS-APAC Quality","Singapore, Singapore, Singapore"
228,https://www.merckgroup.com/en/careers/jobs/270881.html?location=United States&state=Pennsylvania&city=Allentown&functionalarea=No Functional Area,Posted 03 Jan 2024,Orbital Welder/Assembler,"Allentown, Pennsylvania, United States"
229,https://www.merckgroup.com/en/careers/jobs/270249.html?location=United States&state=Illinois&city=Kankakee&functionalarea=Engineering & Skilled Trade,Posted 02 Jan 2024,Process Engineer,"Kankakee, Illinois, United States"
230,https://www.merckgroup.com/en/careers/jobs/269658.html?location=Uruguay&state=Montevideo&city=Montevideo&functionalarea=Procurement,Posted 02 Jan 2024,Purchasing Specialist (8 months contract),"Montevideo, Montevideo, Uruguay"
231,https://www.merckgroup.com/en/careers/jobs/270870.html?location=United States&state=Missouri&city=St. Louis&functionalarea=Engineering & Skilled Trade,Posted 02 Jan 2024,HVAC Maintenance Technician 3,"St. Louis, Missouri, United States"
232,https://www.merckgroup.com/en/careers/jobs/270567.html?location=United States&state=Maryland&city=Rockville&functionalarea=Supply Chain,Posted 02 Jan 2024,Lab Material Handler 1,"Rockville, Maryland, United States"
233,https://www.merckgroup.com/en/careers/jobs/269864.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Finance,Posted 02 Jan 2024,"Senior Director, Head of Group Accounting Standards (all genders)","Darmstadt, Hessen, Germany"
234,https://www.merckgroup.com/en/careers/jobs/269157.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 02 Jan 2024,Management Accountant,"Bonifacio Global City, Metro Manila, Philippines"
235,https://www.merckgroup.com/en/careers/jobs/270804.html?location=Philippines&state=Metro Manila&city=Bonifacio Global City&functionalarea=Finance,Posted 02 Jan 2024,I2P Associate,"Bonifacio Global City, Metro Manila, Philippines"
236,https://www.merckgroup.com/en/careers/jobs/270461.html?location=Germany&state=Hessen&city=Darmstadt&functionalarea=Data Analytics & Digital Business,Posted 02 Jan 2024,"Product Owner AWS Platform (all genders, full-/part-time)","Darmstadt, Hessen, Germany"
237,https://www.merckgroup.com/en/careers/jobs/270856.html?location=United States&state=Pennsylvania&city=Tamaqua&functionalarea=No Functional Area,Posted 29 Dec 2023,Plant Operator,"Tamaqua, Pennsylvania, United States"
238,https://www.merckgroup.com/en/careers/jobs/270730.html?location=United States&state=Massachusetts&city=Burlington&functionalarea=Human Resources,Posted 29 Dec 2023,Retirement/Benefits Specialist (Hybrid/Remote),"Burlington, Massachusetts, United States"
239,https://www.merckgroup.com/en/careers/jobs/270796.html?location=United States&state=Wisconsin&city=Sheboygan Falls&functionalarea=Quality,Posted 29 Dec 2023,Associate Quality Control Chemist (Laboratory),"Sheboygan Falls, Wisconsin, United States"
240,https://www.merckgroup.com/en/careers/jobs/270721.html?location=Switzerland&state=Vaud&city=Aubonne&functionalarea=Manufacturing,Posted 29 Dec 2023,MES MBR Analyst & Business Admin (m/f/d),"Aubonne, Vaud, Switzerland"
241,https://www.merckgroup.com/en/careers/jobs/266746.html?location=Switzerland&state=Vaud&city=Aubonne&functionalarea=Manufacturing,Posted 29 Dec 2023,Aseptic Operations Expert (m/f/d),"Aubonne, Vaud, Switzerland"
242,https://www.merckgroup.com/en/careers/jobs/270783.html?location=India&state=Karnataka&city=Bangalore&functionalarea=Information Technology,Posted 29 Dec 2023,Software Engineer-  Full-stack/Python&React,"Bangalore, Karnataka, India"
243,https://www.merckgroup.com/en/careers/jobs/270104.html?location=Vietnam&state=Ho Chi Minh&city=Ho Chi Minh City&functionalarea=Commercial,Posted 29 Dec 2023,Product Manager,"Ho Chi Minh City, Ho Chi Minh, Vietnam"
244,https://www.merckgroup.com/en/careers/jobs/270821.html?location=Taiwan&state=Hsinchu County&city=Hsinchu&functionalarea=Quality,Posted 29 Dec 2023,Senior Analyst,"Hsinchu, Hsinchu County, Taiwan"
